"Kod";"Nazwa";"ogółem;ogółem;2010;[zł]";"ogółem;ogółem;2011;[zł]";"ogółem;ogółem;2012;[zł]";"ogółem;ogółem;2013;[zł]";"ogółem;ogółem;2014;[zł]";"ogółem;ogółem;2015;[zł]";"ogółem;ogółem;2016;[zł]";"ogółem;ogółem;2017;[zł]";"ogółem;ogółem;2018;[zł]";"ogółem;ogółem;2019;[zł]";"ogółem;ogółem;2020;[zł]";"ogółem;do 40 m2;2010;[zł]";"ogółem;do 40 m2;2011;[zł]";"ogółem;do 40 m2;2012;[zł]";"ogółem;do 40 m2;2013;[zł]";"ogółem;do 40 m2;2014;[zł]";"ogółem;do 40 m2;2015;[zł]";"ogółem;do 40 m2;2016;[zł]";"ogółem;do 40 m2;2017;[zł]";"ogółem;do 40 m2;2018;[zł]";"ogółem;do 40 m2;2019;[zł]";"ogółem;do 40 m2;2020;[zł]";"ogółem;od 40,1 do 60 m2;2010;[zł]";"ogółem;od 40,1 do 60 m2;2011;[zł]";"ogółem;od 40,1 do 60 m2;2012;[zł]";"ogółem;od 40,1 do 60 m2;2013;[zł]";"ogółem;od 40,1 do 60 m2;2014;[zł]";"ogółem;od 40,1 do 60 m2;2015;[zł]";"ogółem;od 40,1 do 60 m2;2016;[zł]";"ogółem;od 40,1 do 60 m2;2017;[zł]";"ogółem;od 40,1 do 60 m2;2018;[zł]";"ogółem;od 40,1 do 60 m2;2019;[zł]";"ogółem;od 40,1 do 60 m2;2020;[zł]";"ogółem;od 60,1 do 80 m2;2010;[zł]";"ogółem;od 60,1 do 80 m2;2011;[zł]";"ogółem;od 60,1 do 80 m2;2012;[zł]";"ogółem;od 60,1 do 80 m2;2013;[zł]";"ogółem;od 60,1 do 80 m2;2014;[zł]";"ogółem;od 60,1 do 80 m2;2015;[zł]";"ogółem;od 60,1 do 80 m2;2016;[zł]";"ogółem;od 60,1 do 80 m2;2017;[zł]";"ogółem;od 60,1 do 80 m2;2018;[zł]";"ogółem;od 60,1 do 80 m2;2019;[zł]";"ogółem;od 60,1 do 80 m2;2020;[zł]";"ogółem;od 80,1 m2;2010;[zł]";"ogółem;od 80,1 m2;2011;[zł]";"ogółem;od 80,1 m2;2012;[zł]";"ogółem;od 80,1 m2;2013;[zł]";"ogółem;od 80,1 m2;2014;[zł]";"ogółem;od 80,1 m2;2015;[zł]";"ogółem;od 80,1 m2;2016;[zł]";"ogółem;od 80,1 m2;2017;[zł]";"ogółem;od 80,1 m2;2018;[zł]";"ogółem;od 80,1 m2;2019;[zł]";"ogółem;od 80,1 m2;2020;[zł]";"rynek pierwotny;ogółem;2010;[zł]";"rynek pierwotny;ogółem;2011;[zł]";"rynek pierwotny;ogółem;2012;[zł]";"rynek pierwotny;ogółem;2013;[zł]";"rynek pierwotny;ogółem;2014;[zł]";"rynek pierwotny;ogółem;2015;[zł]";"rynek pierwotny;ogółem;2016;[zł]";"rynek pierwotny;ogółem;2017;[zł]";"rynek pierwotny;ogółem;2018;[zł]";"rynek pierwotny;ogółem;2019;[zł]";"rynek pierwotny;ogółem;2020;[zł]";"rynek pierwotny;do 40 m2;2010;[zł]";"rynek pierwotny;do 40 m2;2011;[zł]";"rynek pierwotny;do 40 m2;2012;[zł]";"rynek pierwotny;do 40 m2;2013;[zł]";"rynek pierwotny;do 40 m2;2014;[zł]";"rynek pierwotny;do 40 m2;2015;[zł]";"rynek pierwotny;do 40 m2;2016;[zł]";"rynek pierwotny;do 40 m2;2017;[zł]";"rynek pierwotny;do 40 m2;2018;[zł]";"rynek pierwotny;do 40 m2;2019;[zł]";"rynek pierwotny;do 40 m2;2020;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2010;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2011;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2012;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2013;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2014;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2015;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2016;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2017;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2018;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2019;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2020;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2010;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2011;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2012;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2013;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2014;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2015;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2016;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2017;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2018;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2019;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2020;[zł]";"rynek pierwotny;od 80,1 m2;2010;[zł]";"rynek pierwotny;od 80,1 m2;2011;[zł]";"rynek pierwotny;od 80,1 m2;2012;[zł]";"rynek pierwotny;od 80,1 m2;2013;[zł]";"rynek pierwotny;od 80,1 m2;2014;[zł]";"rynek pierwotny;od 80,1 m2;2015;[zł]";"rynek pierwotny;od 80,1 m2;2016;[zł]";"rynek pierwotny;od 80,1 m2;2017;[zł]";"rynek pierwotny;od 80,1 m2;2018;[zł]";"rynek pierwotny;od 80,1 m2;2019;[zł]";"rynek pierwotny;od 80,1 m2;2020;[zł]";"rynek wtórny;ogółem;2010;[zł]";"rynek wtórny;ogółem;2011;[zł]";"rynek wtórny;ogółem;2012;[zł]";"rynek wtórny;ogółem;2013;[zł]";"rynek wtórny;ogółem;2014;[zł]";"rynek wtórny;ogółem;2015;[zł]";"rynek wtórny;ogółem;2016;[zł]";"rynek wtórny;ogółem;2017;[zł]";"rynek wtórny;ogółem;2018;[zł]";"rynek wtórny;ogółem;2019;[zł]";"rynek wtórny;ogółem;2020;[zł]";"rynek wtórny;do 40 m2;2010;[zł]";"rynek wtórny;do 40 m2;2011;[zł]";"rynek wtórny;do 40 m2;2012;[zł]";"rynek wtórny;do 40 m2;2013;[zł]";"rynek wtórny;do 40 m2;2014;[zł]";"rynek wtórny;do 40 m2;2015;[zł]";"rynek wtórny;do 40 m2;2016;[zł]";"rynek wtórny;do 40 m2;2017;[zł]";"rynek wtórny;do 40 m2;2018;[zł]";"rynek wtórny;do 40 m2;2019;[zł]";"rynek wtórny;do 40 m2;2020;[zł]";"rynek wtórny;od 40,1 do 60 m2;2010;[zł]";"rynek wtórny;od 40,1 do 60 m2;2011;[zł]";"rynek wtórny;od 40,1 do 60 m2;2012;[zł]";"rynek wtórny;od 40,1 do 60 m2;2013;[zł]";"rynek wtórny;od 40,1 do 60 m2;2014;[zł]";"rynek wtórny;od 40,1 do 60 m2;2015;[zł]";"rynek wtórny;od 40,1 do 60 m2;2016;[zł]";"rynek wtórny;od 40,1 do 60 m2;2017;[zł]";"rynek wtórny;od 40,1 do 60 m2;2018;[zł]";"rynek wtórny;od 40,1 do 60 m2;2019;[zł]";"rynek wtórny;od 40,1 do 60 m2;2020;[zł]";"rynek wtórny;od 60,1 do 80 m2;2010;[zł]";"rynek wtórny;od 60,1 do 80 m2;2011;[zł]";"rynek wtórny;od 60,1 do 80 m2;2012;[zł]";"rynek wtórny;od 60,1 do 80 m2;2013;[zł]";"rynek wtórny;od 60,1 do 80 m2;2014;[zł]";"rynek wtórny;od 60,1 do 80 m2;2015;[zł]";"rynek wtórny;od 60,1 do 80 m2;2016;[zł]";"rynek wtórny;od 60,1 do 80 m2;2017;[zł]";"rynek wtórny;od 60,1 do 80 m2;2018;[zł]";"rynek wtórny;od 60,1 do 80 m2;2019;[zł]";"rynek wtórny;od 60,1 do 80 m2;2020;[zł]";"rynek wtórny;od 80,1 m2;2010;[zł]";"rynek wtórny;od 80,1 m2;2011;[zł]";"rynek wtórny;od 80,1 m2;2012;[zł]";"rynek wtórny;od 80,1 m2;2013;[zł]";"rynek wtórny;od 80,1 m2;2014;[zł]";"rynek wtórny;od 80,1 m2;2015;[zł]";"rynek wtórny;od 80,1 m2;2016;[zł]";"rynek wtórny;od 80,1 m2;2017;[zł]";"rynek wtórny;od 80,1 m2;2018;[zł]";"rynek wtórny;od 80,1 m2;2019;[zł]";"rynek wtórny;od 80,1 m2;2020;[zł]";
0209000;"Powiat legnicki";89121;96700;98622;100904;107357;118052;119660;111517;128212;128845;176502;52519;58498;53283;59281;74099;62295;74951;70709;71696;73134;88054;97770;88460;102376;106155;111323;102263;119264;100130;114959;123820;151150;122571;148262;123252;138156;141738;148312;154247;143572;154826;164704;211028;138833;0;180126;166667;144775;194099;149890;165829;198454;190455;229987;0;0;150800;0;148605;173842;0;0;167079;0;317637;0;0;0;0;110570;0;0;0;0;0;0;0;0;131295;0;161944;140885;0;0;162687;0;0;0;0;0;0;181533;177740;0;0;0;0;317637;0;0;0;0;0;219673;0;0;0;0;0;89121;96700;93998;100508;100155;107591;119660;111517;124546;128134;169845;52519;58498;53283;57412;66421;62295;74951;70709;71696;73134;88054;97770;88460;98974;105306;104341;96228;119264;100130;107167;123820;151150;122571;148262;118625;138156;129800;137470;154247;143572;153122;163100;196621;138833;0;175000;166667;144775;185574;149890;165829;198454;190455;229987;
0210000;"Powiat lubański";113792;102494;111332;99105;115779;92554;106985;130569;114462;143072;145634;72141;64954;62357;57132;69976;59500;66933;79613;80082;86694;88465;107436;99173;103949;93625;122313;94735;104296;139507;112004;140006;143065;147440;138647;144906;127607;155492;126345;153063;166037;143053;183655;215183;152500;156083;214333;149200;164197;172222;198920;160717;163769;212808;193044;0;136089;127196;147796;166217;132472;155947;235801;156640;238478;0;0;99370;0;0;114107;114453;0;156330;122465;172567;0;0;125912;105760;119985;163168;0;144548;250566;186998;270722;0;0;157367;0;157082;219598;0;0;317964;0;218407;0;0;0;0;0;0;0;0;0;0;0;0;113654;97369;110539;95391;98464;91291;105625;112592;111578;138302;145512;70997;61825;61776;57132;61526;56329;66933;67626;74336;83066;87313;106754;95059;103828;92074;95984;92858;102177;111743;107365;131219;143065;147440;134636;142594;122148;141469;126345;151678;150535;141231;182001;215183;152500;147300;214333;145964;145621;172222;198920;160717;163769;212808;193044;
0211000;"Powiat lubiński";182574;182287;171823;167516;163727;164418;177045;176803;191986;201217;232689;103697;100657;102364;92459;99920;95328;101624;108750;113773;123803;144015;163886;162940;159896;149870;153005;151354;165582;170244;178402;188922;217721;235501;236524;211515;209819;207814;208598;213542;225450;244863;268985;291121;303213;324872;300720;327801;314863;309583;337816;310032;360381;331161;412455;218851;246962;221244;233338;222001;260017;242447;237566;249893;240550;288891;118058;107062;134896;142615;132681;0;130950;144057;150202;144458;185903;180566;205218;203494;187717;197535;221572;213705;222856;226243;217501;249363;262875;276024;252230;275618;267167;253801;278051;275917;277636;296770;345595;347131;354805;329684;344891;369009;333681;354506;381444;392975;384823;418546;150832;145438;144301;139783;143151;152823;157353;159182;166747;185314;212381;98568;99937;92177;85957;93184;94299;98365;103234;104526;119726;136277;151227;139668;132823;132105;136442;145638;148376;153545;161841;175975;206126;187119;197023;185144;171548;181166;199009;191151;207366;221682;254150;266293;252538;268000;274273;313818;286366;296438;328032;280818;320118;307154;407624;
0212000;"Powiat lwówecki";96918;86647;85505;92277;82197;70336;80766;81982;84001;90658;114599;58758;57576;52909;49615;56932;44231;52322;56402;57652;61623;74637;92841;97625;81862;95000;79552;69378;80227;71683;90840;88999;102293;105237;94989;90792;110733;101143;95917;99062;118711;105425;113255;157588;174583;154200;153167;213450;143417;0;130208;127825;145000;141462;163083;0;0;0;0;0;0;0;176100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96593;85134;83112;92277;82197;70336;80766;78496;84001;90658;114467;58758;57576;52909;49615;56932;44231;52322;56402;57652;61623;74637;91817;97625;81862;95000;79552;69378;80227;67603;90840;88999;101724;105237;87735;90792;110733;101143;95917;99062;111968;105425;113255;157588;174583;154200;143000;213450;143417;0;130208;127825;145000;141462;163083;
0213000;"Powiat milicki";136651;107632;149528;114732;108118;137749;145430;132003;158019;156308;209209;83000;75553;79343;65943;68750;84450;78427;97793;61143;88864;138774;135657;119390;140086;111944;130559;141527;137700;134464;145020;147018;205011;176935;148683;197952;154500;110000;172693;165172;146036;173538;152331;257559;0;125000;215329;174636;148000;181714;248159;169786;275909;249870;316000;165989;0;194237;250333;201000;175268;200188;187571;325994;318562;274346;0;0;131033;0;0;127033;129875;0;0;0;183507;155293;0;173748;0;201000;165629;173852;0;0;0;272690;204759;0;220992;0;0;206243;220036;195500;0;0;340555;0;0;262250;250333;0;0;262200;0;325994;359375;428125;116170;107632;127963;108660;92042;118295;118051;126675;141632;136992;144073;83000;75553;71590;65943;68750;75933;65564;92881;61143;88864;84624;114567;119390;122414;111944;98860;125767;124380;133519;145020;146500;133862;156699;148683;182976;154500;110000;139143;119991;139291;173538;152331;202229;0;125000;177792;146250;148000;167500;231311;151000;231389;176867;187857;
0214000;"Powiat oleśnicki";181955;191567;175402;156199;177236;171867;169475;175892;184399;198838;218991;109468;121910;111947;108648;116455;82790;106013;113470;104195;121735;131279;179255;182614;173058;153286;178500;158741;166274;173822;181041;189640;217761;235804;242825;225199;208437;212811;223533;204231;230481;246027;252168;272661;284834;351540;293138;240209;296335;325955;270550;284433;229891;290881;330242;213407;216951;237516;204696;224309;238143;210137;226369;230959;295831;257827;126391;129975;140296;147800;155746;113103;108878;134042;143144;0;172262;191773;194989;214230;196823;213961;203814;198208;222867;211683;260089;236392;286028;283743;290159;256564;249057;275057;242568;274458;277570;320351;338594;332462;386998;415772;295398;358771;347330;321667;312869;397583;414781;377531;160579;165655;151163;141225;149367;159817;164300;165164;162090;181347;209322;104508;118742;107716;97637;103572;80516;105844;111355;99921;120406;122631;168415;164816;152235;141451;154339;152102;161870;160113;162398;176384;213065;198458;211349;187306;185710;187717;207369;197842;220037;223762;227309;253400;245145;280625;252260;224440;233900;318182;263580;279942;204738;273181;318982;
0215000;"Powiat oławski";168734;191615;168759;159470;155831;165249;170863;192823;200109;221407;245802;125078;117737;108505;106062;101194;114891;112692;117101;132735;136320;153714;186168;183531;163408;158808;155925;167055;165482;184440;186496;214328;223875;183286;253695;231629;211244;203156;208152;221334;246368;246961;259446;303108;285325;427336;275589;284935;254683;222561;270667;291022;319450;316551;356415;0;213986;202522;175404;174835;180996;187461;198453;216752;237887;246812;0;141477;130365;113564;123273;126535;115479;138772;139360;158592;162635;0;194850;192446;168487;171618;179971;171071;189804;190722;206394;225273;0;269872;245444;223411;222205;222528;229711;250309;243520;256667;305597;0;0;323443;317736;0;280769;306023;287500;362167;331667;361000;168734;169243;147299;136690;146229;151811;157463;188473;192537;218660;245119;125078;110954;99136;99838;94112;106806;111202;104717;131018;133731;146467;186168;170088;145197;143290;145402;155400;161815;179018;184977;215787;222977;183286;223245;217815;185250;194645;193177;204579;243518;250082;259627;301423;285325;436240;234571;219333;257620;193457;244150;292247;301143;310368;353664;
0216000;"Powiat polkowicki";128670;125488;129882;131848;152540;139624;128681;154582;153270;177565;178080;74604;81153;79184;77811;82534;83326;86437;81306;99228;107175;104337;124735;123848;128244;130886;131433;132554;132883;128762;148840;161050;163599;191846;160490;174652;168113;215508;178844;168153;215068;201539;231203;197960;252000;244100;183143;249000;258598;241269;179750;277898;200960;279600;323521;173417;0;0;162022;225237;182914;113421;288992;231687;260967;0;0;0;0;0;88351;0;82478;0;122948;161404;0;167616;0;0;155163;154743;168615;116969;222229;212233;206022;0;203919;0;0;172694;269249;245199;0;297463;270944;278566;0;0;0;0;0;352640;0;0;376430;0;331876;0;124063;122847;129833;128808;136433;134153;130020;132059;141751;153465;178114;72906;81153;79184;76016;82017;83704;86858;79532;97330;104032;104337;119621;123848;128135;128350;127165;125078;134674;119415;140916;152641;163544;189777;160490;174652;167013;198469;172371;166452;189716;183818;205642;197960;252000;200125;183143;249000;192769;237543;179750;193443;179750;181584;323521;
0217000;"Powiat strzeliński";126073;124535;126135;114813;144760;141789;138638;149253;168462;162163;173866;95132;94765;83777;77508;103122;108475;101533;95843;104123;85191;89900;119016;120746;130930;124945;151432;154674;136864;151410;169765;172320;201128;167194;174391;160809;156560;173667;161581;203549;207327;226158;192330;176788;208333;166957;177698;179400;215000;188125;185714;126778;179050;185400;224600;197913;0;0;172062;163665;193408;176708;202128;215568;235534;241560;0;0;0;151325;0;152411;148446;144609;148258;0;0;193351;0;0;181278;165167;216151;195551;206396;206845;230396;244364;219797;0;0;0;0;229989;220662;243429;284795;248576;226400;0;0;0;0;0;0;0;0;0;0;0;120141;124535;125038;106057;142281;119573;128934;133112;144067;135162;147882;90738;94765;83777;69306;96529;87320;82121;85683;94665;85191;89345;112408;120746;128381;103820;148591;119837;123690;124622;139956;133990;167620;160020;174391;160809;156560;173667;142036;200529;199478;198114;170172;164976;208333;166957;177698;179400;215000;188125;185714;126778;179050;185400;208889;
0218000;"Powiat średzki";154609;143010;163530;152973;164703;182818;180541;197108;212386;227780;260727;97773;80152;80816;73464;86971;108259;76937;140161;134175;151491;182679;174663;149854;130113;146040;149452;171224;167174;184541;204309;218019;242414;197447;182920;203677;208529;195452;239381;255958;255302;273786;278897;290691;255261;181404;303319;190073;310138;231640;261687;298333;309469;352324;413354;188003;220066;231768;207470;193323;203936;208901;229708;238520;268566;272772;127060;0;0;0;132333;0;133719;178000;174426;179641;201591;216514;0;230134;165012;199296;191191;183248;233443;234195;245198;270433;241046;0;229617;246954;240373;0;0;273373;301753;309100;335158;0;0;0;0;0;256733;308359;0;0;381342;404900;122666;137696;127566;125725;157813;177208;169784;173944;186769;216315;254874;66656;62594;80816;69550;76502;104398;64770;107367;95674;146077;168774;124964;148482;120433;128793;132007;163496;157224;147534;168018;209053;225765;169703;182920;162407;161238;185086;238560;252909;242250;246937;275314;281285;236667;158595;0;173904;310138;220886;0;298333;312091;313633;416812;
0219000;"Powiat świdnicki";130434;127511;116714;133624;144894;132106;152211;145433;161521;175176;201083;74537;73292;69524;73649;77273;78484;78476;76514;87225;92861;113085;129258;125887;108894;129272;132272;120369;134050;133489;146299;163177;183592;177976;172727;152310;175065;198825;171586;188753;188274;219418;228693;261218;229795;226491;193274;207618;239810;211661;264408;256837;250971;266316;299149;216094;201700;205598;263302;238373;204929;245641;253722;239249;254933;274382;90000;94365;0;99781;127210;115320;117988;138963;129987;159374;176827;189519;170542;192465;239286;207617;184186;201869;176202;205458;211785;226202;244695;233835;261943;316609;283999;219924;269783;249056;274779;284387;296263;339732;396601;197835;276755;348618;305018;350781;357872;381540;399217;420889;115650;118424;107750;119008;118024;119988;129739;136295;139883;157838;181325;74304;72687;69343;72880;70314;74753;73447;74998;82854;90253;107698;114636;118129;104822;118486;111378;112472;119902;130420;129472;150599;173611;160981;163005;142548;149840;158265;157048;166441;183699;188215;206304;239618;201671;202190;189409;188495;198463;188681;218555;221177;227606;244917;271148;
0220000;"Powiat trzebnicki";156030;172021;204301;177504;175437;182535;188481;213857;198023;229879;246600;83375;100820;100862;82658;102302;103211;99428;113732;105497;127986;117785;163077;161949;182459;152284;166646;170362;174374;183018;179401;184211;212777;213089;180552;257262;241290;227066;225421;229751;267363;262466;288498;303136;236977;283949;351043;304147;268350;298150;315468;302590;329543;408657;423367;0;235540;235892;239458;197506;206598;231782;240248;220139;301584;280210;0;136577;124735;118070;122371;131252;119500;117817;128927;127740;124310;0;199291;200831;187453;188867;201816;194400;196678;200686;204973;209212;0;0;294040;275389;249481;269149;266569;283041;279104;310133;322556;0;336484;371810;332054;0;369667;496833;0;0;525652;470027;156030;146927;171346;148463;148692;174139;180071;206632;187013;214012;237415;83375;91410;80809;78231;83978;92696;97019;113175;98226;128013;116749;163077;145475;164605;136458;136515;155844;170067;179877;167500;181520;213608;213089;173597;220484;216121;195045;214274;221766;260084;248853;279226;295981;236977;218281;299125;273449;262313;288822;281462;302365;329543;366539;405306;
0221000;"Powiat wałbrzyski";106783;99960;93584;95315;93686;80394;81805;87413;83784;100790;104322;63663;58874;59347;48183;46076;44580;46903;42769;45052;60251;57842;106312;96045;98927;82046;86730;78069;76171;84580;82056;90894;98523;150252;142110;132732;132432;145405;136416;114122;108733;116606;150777;153999;206550;202728;160238;192574;246571;150015;191375;214197;186391;209947;216394;188249;204540;198333;193070;316250;277000;216000;272530;214088;205436;238968;0;0;0;0;0;0;0;0;0;138336;156000;206315;162848;198333;158617;0;0;0;232417;166714;197201;220459;0;0;0;202726;0;313333;0;0;0;290358;294944;0;289427;0;0;0;0;275000;325053;343796;352660;0;106142;98212;93087;83948;89427;76101;78408;79445;77743;91954;100002;63510;58761;59347;48183;46076;44580;46834;41888;44034;51290;55594;105539;94883;97861;73538;86730;77740;74779;80945;77034;85233;95293;150274;140915;132732;106870;138000;120333;111706;103557;110156;137092;143932;203798;196536;160238;185953;228083;138453;176618;186483;163905;194518;213016;
0222000;"Powiat wołowski";123255;134366;113835;131896;111385;133432;135865;135286;142399;146402;182147;74396;76007;68485;84551;73500;70331;76890;90014;86758;86460;97171;128172;138818;115806;137403;115258;135317;135587;129153;138758;146106;169634;163640;174393;151869;158514;129762;174600;164285;183113;185105;181378;223022;176117;194673;204517;231396;179400;197894;250238;210799;202834;247420;277560;214203;159158;0;180543;147061;185219;197692;193161;219285;234843;238501;0;106717;0;134162;0;0;133000;140095;0;0;0;137405;165441;0;164756;148643;170208;175387;163686;185604;0;180209;232896;0;0;0;0;200555;241250;228227;235984;250086;261337;364269;0;0;0;0;272565;280945;321761;0;0;360589;114221;130561;113670;127182;107799;118237;120019;122803;133381;143150;161215;74396;73644;68485;80041;72647;70331;73270;84571;86758;86758;96938;127512;131580;115421;133556;108288;117871;121989;122043;133297;145631;166705;142233;174005;151869;158514;129762;171453;157592;165649;171678;174367;187655;135799;194673;204517;184886;179400;157164;213391;183058;186673;239370;248500;
0223000;"Powiat wrocławski";258538;298806;282431;271419;256228;262339;256679;256797;283156;295974;340165;150425;142724;150140;135170;140622;139302;147726;152962;160420;167235;195175;243618;242773;230808;207910;208193;205330;213279;220290;238227;240147;282620;318270;325361;306011;296083;293301;299462;282333;287910;311716;329402;353231;438473;453545;411510;399868;383971;397708;388488;411931;417393;430738;484523;267624;330232;297144;290346;262915;276067;267021;260784;285965;294226;329523;160986;172668;173537;146750;151220;146024;167851;163732;173381;173369;207495;245040;263308;239944;221404;203167;214589;222389;224050;242838;235495;281957;332682;339410;310318;299936;294870;305074;281287;289613;308064;325114;335504;458498;465856;426585;409704;404500;416332;396754;409810;424533;429928;479292;212225;223142;235760;215767;234069;233118;232630;250576;278519;298589;356798;116630;109454;118149;120281;125460;132900;112934;142067;148395;159599;173730;232388;203800;200612;176532;227440;185110;194418;213770;228716;246942;283970;264225;267945;276610;280154;286296;279738;285346;284560;319383;337223;376275;325000;405419;371518;350687;319190;366140;366655;414636;409305;431808;491005;
0224000;"Powiat ząbkowicki";95295;99878;96048;105031;95197;95480;106005;101406;106692;104737;115275;51222;66288;55804;55684;65241;54684;47847;50835;57221;58975;70944;83897;105431;87531;109646;90055;102453;102979;98297;100602;95598;109885;132315;125865;118354;137154;141583;160012;150772;130183;147900;147598;159125;171053;149090;165872;141757;144132;134304;141462;173200;167606;147650;179156;0;0;0;160276;0;0;0;0;0;164800;199957;0;0;0;102721;0;0;0;0;0;0;103167;0;0;0;153857;0;0;0;0;0;151000;204022;0;0;0;192816;0;0;0;0;0;0;287262;0;0;0;0;0;0;0;0;0;0;0;95649;99878;96048;90792;94957;95735;106005;101403;105879;103414;106325;51363;66288;55804;50644;65241;54247;47847;49769;56375;58975;68366;83897;105431;87531;92195;89405;102453;102979;98297;100602;92991;96298;132315;125865;118354;118600;141583;160012;150772;130183;144827;146205;139904;171053;149090;165872;134663;144132;134304;141462;173200;167606;147650;179156;
0225000;"Powiat zgorzelecki";75625;62333;75062;82750;62454;74378;104257;123546;130633;154708;167752;0;0;43844;45000;29937;44764;67949;76981;92605;100365;109253;71667;68667;75338;91000;67641;64216;96338;119937;123004;145921;164918;0;0;143333;76500;0;88857;151018;160814;164443;202269;217157;0;0;0;186000;0;129250;159667;193410;221288;265131;286477;0;0;0;0;0;0;0;201075;0;221931;202771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219706;225361;0;0;0;0;0;0;0;233583;0;235000;0;0;0;0;0;0;0;0;0;0;0;0;75625;62333;75062;82750;62454;74378;104257;121909;130621;152731;167367;0;0;43844;45000;29937;44764;67949;76647;92172;99877;109006;71667;68667;75338;91000;67641;64216;96338;120056;123004;143603;163784;0;0;143333;76500;0;88857;151018;156016;164443;200531;217157;0;0;0;186000;0;129250;159667;193410;221288;265131;286477;
0226000;"Powiat złotoryjski";137745;111850;101777;108700;116179;109963;114281;118470;110643;115602;142582;75113;78724;76599;66685;65887;75656;68571;73437;77924;76520;91613;112643;113706;107074;112192;113536;103752;122919;117537;115185;116147;131600;158275;147800;135887;157941;144052;136525;138093;147825;136052;155031;184145;409153;197717;187500;184000;177750;210714;159981;172133;154891;148450;210210;0;0;0;0;0;0;131956;0;0;0;377250;0;0;0;0;0;0;113746;0;0;0;0;0;0;0;0;0;0;145614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;377250;137746;111741;101777;108700;116179;109963;113176;115318;110643;115602;136282;75113;78724;76599;66685;65887;75656;64464;73437;77924;76520;91613;112197;113501;107074;112192;113536;103752;120531;117537;115185;116147;131600;158275;147800;135887;157941;144052;136525;138093;147825;136052;155031;184145;409153;197717;187500;184000;177750;210714;159981;146692;154891;148450;170906;
0261000;"Powiat m.Jelenia Góra";185228;155083;153731;145072;142770;138363;140262;145733;159687;189748;222977;109486;92466;95763;79403;84596;84651;83088;88701;107483;121895;133508;154798;150961;146780;137524;132005;126032;131843;143623;152156;174290;219237;251111;182794;189640;191868;173456;181913;185447;172292;197711;233958;287252;294375;236442;224585;229810;223842;205024;207044;200178;219486;280677;314277;177935;193943;204134;185453;198169;180702;210469;207064;218749;238644;317512;119619;109465;132372;103775;121836;113019;123769;125312;137943;151199;190057;178624;179964;186963;170075;171167;161991;183196;194516;199209;210883;296447;238166;223554;238717;235167;228074;234463;252802;252570;250283;300188;381371;0;305662;373551;325439;315845;359405;295506;343868;323619;443997;440224;186591;141550;134609;134827;129340;130665;128954;136576;150044;178125;200611;107574;90038;88746;76258;80767;79532;78783;84633;105058;115489;127637;148285;136889;125364;126958;119970;118927;125190;133293;142484;163870;194542;252704;167557;165390;178637;159644;168352;162325;159906;185270;217721;254479;295236;219136;200837;217337;200476;193997;197214;189426;206918;257540;296480;
