"Kod";"Nazwa";"ogółem;ogółem;2010;[zł]";"ogółem;ogółem;2011;[zł]";"ogółem;ogółem;2012;[zł]";"ogółem;ogółem;2013;[zł]";"ogółem;ogółem;2014;[zł]";"ogółem;ogółem;2015;[zł]";"ogółem;ogółem;2016;[zł]";"ogółem;ogółem;2017;[zł]";"ogółem;ogółem;2018;[zł]";"ogółem;ogółem;2019;[zł]";"ogółem;ogółem;2020;[zł]";"ogółem;do 40 m2;2010;[zł]";"ogółem;do 40 m2;2011;[zł]";"ogółem;do 40 m2;2012;[zł]";"ogółem;do 40 m2;2013;[zł]";"ogółem;do 40 m2;2014;[zł]";"ogółem;do 40 m2;2015;[zł]";"ogółem;do 40 m2;2016;[zł]";"ogółem;do 40 m2;2017;[zł]";"ogółem;do 40 m2;2018;[zł]";"ogółem;do 40 m2;2019;[zł]";"ogółem;do 40 m2;2020;[zł]";"ogółem;od 40,1 do 60 m2;2010;[zł]";"ogółem;od 40,1 do 60 m2;2011;[zł]";"ogółem;od 40,1 do 60 m2;2012;[zł]";"ogółem;od 40,1 do 60 m2;2013;[zł]";"ogółem;od 40,1 do 60 m2;2014;[zł]";"ogółem;od 40,1 do 60 m2;2015;[zł]";"ogółem;od 40,1 do 60 m2;2016;[zł]";"ogółem;od 40,1 do 60 m2;2017;[zł]";"ogółem;od 40,1 do 60 m2;2018;[zł]";"ogółem;od 40,1 do 60 m2;2019;[zł]";"ogółem;od 40,1 do 60 m2;2020;[zł]";"ogółem;od 60,1 do 80 m2;2010;[zł]";"ogółem;od 60,1 do 80 m2;2011;[zł]";"ogółem;od 60,1 do 80 m2;2012;[zł]";"ogółem;od 60,1 do 80 m2;2013;[zł]";"ogółem;od 60,1 do 80 m2;2014;[zł]";"ogółem;od 60,1 do 80 m2;2015;[zł]";"ogółem;od 60,1 do 80 m2;2016;[zł]";"ogółem;od 60,1 do 80 m2;2017;[zł]";"ogółem;od 60,1 do 80 m2;2018;[zł]";"ogółem;od 60,1 do 80 m2;2019;[zł]";"ogółem;od 60,1 do 80 m2;2020;[zł]";"ogółem;od 80,1 m2;2010;[zł]";"ogółem;od 80,1 m2;2011;[zł]";"ogółem;od 80,1 m2;2012;[zł]";"ogółem;od 80,1 m2;2013;[zł]";"ogółem;od 80,1 m2;2014;[zł]";"ogółem;od 80,1 m2;2015;[zł]";"ogółem;od 80,1 m2;2016;[zł]";"ogółem;od 80,1 m2;2017;[zł]";"ogółem;od 80,1 m2;2018;[zł]";"ogółem;od 80,1 m2;2019;[zł]";"ogółem;od 80,1 m2;2020;[zł]";"rynek pierwotny;ogółem;2010;[zł]";"rynek pierwotny;ogółem;2011;[zł]";"rynek pierwotny;ogółem;2012;[zł]";"rynek pierwotny;ogółem;2013;[zł]";"rynek pierwotny;ogółem;2014;[zł]";"rynek pierwotny;ogółem;2015;[zł]";"rynek pierwotny;ogółem;2016;[zł]";"rynek pierwotny;ogółem;2017;[zł]";"rynek pierwotny;ogółem;2018;[zł]";"rynek pierwotny;ogółem;2019;[zł]";"rynek pierwotny;ogółem;2020;[zł]";"rynek pierwotny;do 40 m2;2010;[zł]";"rynek pierwotny;do 40 m2;2011;[zł]";"rynek pierwotny;do 40 m2;2012;[zł]";"rynek pierwotny;do 40 m2;2013;[zł]";"rynek pierwotny;do 40 m2;2014;[zł]";"rynek pierwotny;do 40 m2;2015;[zł]";"rynek pierwotny;do 40 m2;2016;[zł]";"rynek pierwotny;do 40 m2;2017;[zł]";"rynek pierwotny;do 40 m2;2018;[zł]";"rynek pierwotny;do 40 m2;2019;[zł]";"rynek pierwotny;do 40 m2;2020;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2010;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2011;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2012;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2013;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2014;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2015;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2016;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2017;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2018;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2019;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2020;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2010;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2011;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2012;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2013;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2014;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2015;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2016;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2017;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2018;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2019;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2020;[zł]";"rynek pierwotny;od 80,1 m2;2010;[zł]";"rynek pierwotny;od 80,1 m2;2011;[zł]";"rynek pierwotny;od 80,1 m2;2012;[zł]";"rynek pierwotny;od 80,1 m2;2013;[zł]";"rynek pierwotny;od 80,1 m2;2014;[zł]";"rynek pierwotny;od 80,1 m2;2015;[zł]";"rynek pierwotny;od 80,1 m2;2016;[zł]";"rynek pierwotny;od 80,1 m2;2017;[zł]";"rynek pierwotny;od 80,1 m2;2018;[zł]";"rynek pierwotny;od 80,1 m2;2019;[zł]";"rynek pierwotny;od 80,1 m2;2020;[zł]";"rynek wtórny;ogółem;2010;[zł]";"rynek wtórny;ogółem;2011;[zł]";"rynek wtórny;ogółem;2012;[zł]";"rynek wtórny;ogółem;2013;[zł]";"rynek wtórny;ogółem;2014;[zł]";"rynek wtórny;ogółem;2015;[zł]";"rynek wtórny;ogółem;2016;[zł]";"rynek wtórny;ogółem;2017;[zł]";"rynek wtórny;ogółem;2018;[zł]";"rynek wtórny;ogółem;2019;[zł]";"rynek wtórny;ogółem;2020;[zł]";"rynek wtórny;do 40 m2;2010;[zł]";"rynek wtórny;do 40 m2;2011;[zł]";"rynek wtórny;do 40 m2;2012;[zł]";"rynek wtórny;do 40 m2;2013;[zł]";"rynek wtórny;do 40 m2;2014;[zł]";"rynek wtórny;do 40 m2;2015;[zł]";"rynek wtórny;do 40 m2;2016;[zł]";"rynek wtórny;do 40 m2;2017;[zł]";"rynek wtórny;do 40 m2;2018;[zł]";"rynek wtórny;do 40 m2;2019;[zł]";"rynek wtórny;do 40 m2;2020;[zł]";"rynek wtórny;od 40,1 do 60 m2;2010;[zł]";"rynek wtórny;od 40,1 do 60 m2;2011;[zł]";"rynek wtórny;od 40,1 do 60 m2;2012;[zł]";"rynek wtórny;od 40,1 do 60 m2;2013;[zł]";"rynek wtórny;od 40,1 do 60 m2;2014;[zł]";"rynek wtórny;od 40,1 do 60 m2;2015;[zł]";"rynek wtórny;od 40,1 do 60 m2;2016;[zł]";"rynek wtórny;od 40,1 do 60 m2;2017;[zł]";"rynek wtórny;od 40,1 do 60 m2;2018;[zł]";"rynek wtórny;od 40,1 do 60 m2;2019;[zł]";"rynek wtórny;od 40,1 do 60 m2;2020;[zł]";"rynek wtórny;od 60,1 do 80 m2;2010;[zł]";"rynek wtórny;od 60,1 do 80 m2;2011;[zł]";"rynek wtórny;od 60,1 do 80 m2;2012;[zł]";"rynek wtórny;od 60,1 do 80 m2;2013;[zł]";"rynek wtórny;od 60,1 do 80 m2;2014;[zł]";"rynek wtórny;od 60,1 do 80 m2;2015;[zł]";"rynek wtórny;od 60,1 do 80 m2;2016;[zł]";"rynek wtórny;od 60,1 do 80 m2;2017;[zł]";"rynek wtórny;od 60,1 do 80 m2;2018;[zł]";"rynek wtórny;od 60,1 do 80 m2;2019;[zł]";"rynek wtórny;od 60,1 do 80 m2;2020;[zł]";"rynek wtórny;od 80,1 m2;2010;[zł]";"rynek wtórny;od 80,1 m2;2011;[zł]";"rynek wtórny;od 80,1 m2;2012;[zł]";"rynek wtórny;od 80,1 m2;2013;[zł]";"rynek wtórny;od 80,1 m2;2014;[zł]";"rynek wtórny;od 80,1 m2;2015;[zł]";"rynek wtórny;od 80,1 m2;2016;[zł]";"rynek wtórny;od 80,1 m2;2017;[zł]";"rynek wtórny;od 80,1 m2;2018;[zł]";"rynek wtórny;od 80,1 m2;2019;[zł]";"rynek wtórny;od 80,1 m2;2020;[zł]";
1434000;"Powiat wołomiński";305613;281351;286175;276009;255524;270148;280326;288787;314563;331130;380856;178211;181662;178821;173938;165963;168410;174098;177905;198899;209409;226427;263233;254202;255874;227791;229791;232510;238404;243344;260618;278587;309639;323357;335126;312069;298422;302444;301661;305918;308697;333180;346401;402472;415883;431579;388142;379779;363768;373424;365964;394707;418208;438724;489924;299414;334084;289263;307132;290578;281413;293094;308719;342653;354702;404374;151646;160853;145485;174227;187153;174017;169396;180944;203744;182543;227235;222615;268555;266001;225051;223806;234909;243980;241881;265867;263934;300597;295439;341377;310592;302573;288247;304028;306401;304627;326367;338294;381027;399589;461606;423297;383457;367605;365644;366880;394491;414902;437868;483432;307631;272045;285203;269671;245550;255012;251393;257172;283757;303732;352100;182405;183372;185071;173918;164413;163399;178409;175950;197988;216369;226216;270618;251810;250810;228145;230970;230265;229679;244164;258414;286566;315008;339723;334330;312385;297203;308151;296999;304242;323498;348965;360729;432472;422744;417400;379656;378577;360537;391433;361486;395782;429924;442698;520793;
1435000;"Powiat wyszkowski";210039;208507;162882;216477;197936;168910;206863;211787;223431;199729;229343;154358;140817;131937;138019;128844;112594;140509;138341;138981;146356;167083;202337;219610;179775;217713;201302;175305;191477;216600;201155;201139;228246;255879;248111;0;288322;283941;244821;272704;261223;282544;264185;310775;346502;275335;0;287000;0;0;336738;400000;338989;0;444000;214362;0;0;219605;198169;0;294570;217955;247552;209377;0;139066;0;0;131846;131327;0;0;139735;132886;158628;0;210625;0;0;236711;210889;0;0;216657;210879;203940;0;246436;0;0;369466;272495;0;294570;268857;292277;295400;0;344103;0;0;0;0;0;0;0;372725;0;0;205589;209562;164534;214661;197758;169838;199326;202474;207063;194744;229549;166870;140817;132719;146250;127189;112381;140509;136597;140606;140561;167083;192391;219610;179775;209571;191714;175305;191477;216514;194267;199590;228576;260600;248111;0;247750;290808;244821;263796;245318;272000;249693;310775;0;0;0;287000;0;0;336738;0;312000;0;444000;
1436000;"Powiat zwoleński";0;90833;105500;98500;102357;101714;114375;99929;111942;127100;119727;0;0;0;71250;0;68333;0;65667;87000;96600;0;0;96250;127333;115000;107875;0;0;108200;115916;151929;107000;0;0;0;118333;0;0;0;0;0;120000;150500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90833;105500;98500;102357;101714;114375;99929;111942;127100;119727;0;0;0;71250;0;68333;0;65667;87000;96600;0;0;96250;127333;115000;107875;0;0;108200;115916;151929;107000;0;0;0;118333;0;0;0;0;0;120000;150500;0;0;0;0;0;0;0;0;0;0;0;
1437000;"Powiat żuromiński";133198;135657;128043;91920;147487;133239;140823;149348;146181;173895;176005;77052;93548;81320;67400;97175;77307;82230;97798;79034;90625;106689;138836;131477;120024;104500;131485;129689;127037;129197;120215;124406;168541;155433;162492;145454;0;189501;152767;199498;186675;191656;243143;206902;0;0;0;0;239105;0;234427;261650;0;320000;300231;141925;138387;139739;0;161717;135326;165249;176472;384142;303301;178969;81753;88581;0;0;108092;0;86790;107497;0;0;107324;144329;139741;134215;0;148651;156697;148529;163688;0;0;170377;175474;166128;0;0;206649;0;218765;219825;0;0;219311;0;0;0;0;229926;0;0;276225;0;0;283301;113563;132132;122727;91057;110367;132804;113418;131796;124548;163111;169277;70000;101000;79333;67400;56235;60000;80157;83250;79034;90625;105500;120000;121441;105833;104571;98583;124625;96496;123448;120215;130313;164346;139400;157400;139333;0;140917;152767;171667;161813;149399;200333;179600;0;0;0;0;0;0;0;0;0;310000;356667;
1438000;"Powiat żyrardowski";221254;193218;146227;138639;159972;140696;174030;195757;192846;207893;231404;123085;112510;102201;97599;98824;96201;111308;124730;109810;123203;141058;196558;199594;162251;164521;167992;153900;180063;207091;194562;210318;220819;284335;253707;203861;191607;230978;198924;238238;272298;262733;281763;326941;476860;480174;0;0;276539;329625;400656;387607;384456;428159;444436;306320;280904;249068;199239;199678;203397;247264;250977;261813;246268;288260;181070;178138;0;164691;135905;156681;164586;169195;157485;149750;164690;251353;251019;233080;222791;200873;198149;235024;246498;243587;232731;232730;318801;324010;0;0;242046;287378;398804;327848;308578;308148;349562;502066;507623;0;0;0;0;554979;418693;431774;506914;456564;150853;154017;137362;119882;131038;120470;139184;140902;139972;165178;180379;102000;98320;99352;77099;84665;86121;93144;104582;98157;109930;133181;160731;172930;155440;143053;139537;129077;143422;149827;147353;177944;210632;230722;205605;187531;185171;214051;166335;203333;219273;207237;223716;268125;0;0;0;0;270500;329625;246333;0;0;378938;339333;
1461000;"Powiat m.Ostrołęka";143913;170976;144142;191809;161748;158458;181479;170344;149721;177436;217587;100351;102394;90071;113809;94528;109274;109796;105019;103898;117547;143949;137596;154249;149628;192401;155072;152660;176545;171161;148615;175382;207406;209777;226967;184398;251829;224853;219276;231428;211821;221496;239754;275302;0;425078;269769;247333;0;0;412375;320105;277357;287063;403570;200951;305952;205176;224820;217527;208833;221838;199991;191015;186455;237724;0;0;0;146517;151662;0;154020;130381;0;127587;146643;190152;199126;197987;213337;188241;188391;214788;194803;177797;177965;214220;247992;341275;0;279275;254672;245257;252761;248639;232671;239423;278986;0;413063;0;0;0;0;0;362579;0;0;430998;135212;153672;136064;138214;134836;147213;147281;140696;142262;165264;194114;100588;102394;90071;91652;85601;107948;96189;90753;101509;109476;143051;127836;149761;139956;145297;142566;145138;136452;135028;141019;171968;199019;204318;188864;187598;180794;182479;204987;205173;197855;217379;241000;266285;0;434089;258000;236800;0;0;437000;221000;277357;287063;0;
1462000;"Powiat m.Płock";169530;189239;195697;182028;177829;183000;175036;181149;183522;199268;216867;115155;120519;114575;109299;111499;114055;107996;117701;118608;129858;139311;172534;188836;191460;185704;185772;176014;177302;180832;184841;197207;212728;248293;268500;279223;258695;259958;255757;251888;258912;274353;287620;290132;345126;404466;361953;321788;353282;377908;356654;398104;353571;364670;400904;287363;250875;237274;218938;220319;223031;219125;200693;211212;231337;245661;188018;172503;161134;129480;132624;138126;125032;129033;139158;144008;140893;210794;216123;207132;197209;205640;196707;198701;197149;207237;224130;231539;295522;291393;292651;273750;279199;280693;282809;271853;298708;319889;307361;396802;440449;372429;354585;448680;361563;432339;400238;395171;370138;388198;157023;159791;150253;157133;148196;158399;155290;156577;163283;180860;201604;112240;114363;106756;107109;106953;108128;104962;107671;108121;122561;138798;170493;174660;169828;173723;165214;162219;166654;158297;166021;184563;203637;235577;238280;213496;237697;233021;226447;224166;233306;245999;254401;273075;259000;0;341000;295550;257884;403333;291782;395359;343587;361708;412905;
1463000;"Powiat m.Radom";149194;169692;170187;161993;175914;169930;169920;171525;177491;205660;232696;90950;94628;100376;94886;101880;103719;99434;103170;110491;123522;140597;138359;160629;156490;156493;157529;155976;142392;162547;175825;195414;220317;197795;218890;222923;216429;211096;228213;236101;239112;237700;279095;320986;249766;269357;303679;327698;330768;259936;377504;379875;332803;384236;392597;198184;204482;204548;202436;220431;188280;237518;223543;220740;263426;266014;122226;104520;117040;112216;127368;111567;125161;137860;135871;145744;161818;143875;183987;186899;184678;188476;170978;184758;196569;201688;221798;235409;230828;255529;243583;245690;239640;272999;293638;269004;280949;320360;321033;263063;306625;351995;358696;375538;292567;468525;425250;411129;420511;415545;141093;144494;142250;129743;143075;157748;141844;143334;153143;182476;215270;87159;89797;90773;87427;86677;97406;88780;95398;102075;119684;136192;137997;145500;137115;135084;139324;146152;131280;144184;160445;185865;211465;184032;182251;191714;175601;186251;199318;199487;208013;205358;248069;320946;245333;219667;259755;265700;238030;246500;286482;319376;230000;341915;373474;
1464000;"Powiat m.Siedlce";194034;194865;191303;195778;187617;192484;190838;197072;214408;232621;263134;119764;119398;118539;119869;119177;121977;121833;129354;135947;157176;183553;186476;189426;185617;185665;183452;184267;184822;195672;206095;236074;259410;248031;248617;240579;252206;242581;258861;256907;261400;278293;304921;337393;306160;317473;300621;327984;290544;315037;317554;325646;351215;380002;389481;210913;208633;199995;211597;201305;195313;204295;215266;228588;242419;268580;130285;131536;128533;134018;135635;129468;137471;146349;152823;175622;186362;194986;192725;191231;194031;196414;189834;197794;207241;214289;241360;253236;253139;253216;243511;261980;248762;260163;272000;273135;282922;302803;333033;325375;332808;263100;349049;329247;341464;335754;334836;343555;389434;449601;174983;177755;178756;173729;174628;190014;178586;182723;195025;220749;260311;114590;113849;109112;107135;106310;114695;108292;120238;120964;141488;182207;176395;184836;178205;175340;169927;179302;172530;185513;195885;228564;262093;239061;238176;231944;226144;236625;257830;242728;252046;265150;307441;340927;272000;300745;320825;319558;263452;301824;305972;311095;359278;369119;343235;
1465000;"Powiat m. st. Warszawa";481336;470216;467606;433957;451306;434152;432812;453971;498214;519153;557082;261790;260166;246668;232948;244493;251455;255845;271569;289007;312841;334955;387254;383479;366499;350859;363727;365165;364441;389151;408800;440349;475104;555004;547839;528947;494058;509058;510248;513961;536755;567227;598098;642906;1065208;1026145;1009963;893264;920998;915629;975361;987633;1069940;1005499;1117970;653458;589922;581996;520865;507036;446989;428954;464662;512957;501284;532095;268499;265816;275499;242010;250851;258296;257447;270864;278001;279929;305320;393345;388112;379514;365115;375316;369165;363863;385380;394180;403091;438919;560379;549393;538009;501846;512302;511303;516040;543096;558882;564283;604138;1158536;1051046;1049621;898638;918847;889716;934198;1041900;1085768;941816;1030094;435590;426969;402480;384179;414262;422187;436841;446574;491003;529921;583621;261143;259522;241889;231069;242614;247486;254727;271933;293079;326698;359021;385947;381885;359301;343211;355965;360946;365165;391943;415701;461777;509382;552723;546977;520219;486938;505802;508982;511384;531274;572589;628144;709633;994572;1001785;952571;885744;923472;941581;1009032;953014;1060707;1049453;1222384;
1600000;"OPOLSKIE";162491;155871;153558;145544;154554;148228;148438;154415;169050;185675;210993;99491;101107;99708;96018;95458;91267;96500;92155;109571;118768;134762;152464;151250;145790;135982;144481;138612;137969;144269;157361;171808;195480;205944;198550;193529;188125;192859;190324;190032;200733;220614;233817;268161;268467;252424;236506;229790;244362;249192;229839;219558;245671;269127;319346;215586;215768;207871;205391;222511;228492;226760;238088;241501;277940;284042;136946;150333;146842;131016;137914;147504;150198;138268;157832;159855;180860;188801;204854;191392;184021;194941;194956;198843;212062;208634;244166;253469;271371;274961;273492;267111;266675;269937;265949;283995;300271;320778;346018;352915;298524;311021;336138;352166;381356;346154;339364;362424;397586;445838;146247;145192;140565;132696;136862;133019;138292;141246;149832;163246;178563;91834;92668;89188;88722;89299;87388;92585;88387;101391;114968;119865;140683;142566;133870;126603;130838;127276;130643;133860;144294;153384;169698;178924;179211;175159;166937;164943;164419;173118;179104;186675;202821;224712;248010;248723;222293;208638;220743;230423;219414;208887;223323;234179;261802;
1601000;"Powiat brzeski";146970;140231;149216;132473;141050;134436;129297;136601;138640;154152;173814;82424;82738;90776;77610;87882;87220;80903;85235;82887;86364;104952;133192;140287;140351;119499;136143;124498;121723;125355;135547;139020;165802;170198;187224;200462;165205;164248;179062;160073;182054;185040;206490;227035;254631;263530;220509;217501;204063;190013;200963;189488;195496;210104;233906;245184;196363;198780;212042;183395;184064;189500;181159;187947;212944;202959;0;0;128446;92779;134989;131999;0;130650;115390;113408;133503;0;169224;176511;167117;179325;175932;189167;176709;177415;178220;196328;203553;213946;255984;226228;239504;217871;198827;231399;254222;257563;279156;295500;0;233000;267700;0;0;0;0;0;0;346301;142113;131515;132880;120176;133800;127373;125952;130140;128659;142028;166233;82424;81484;82507;76864;78461;80935;80271;75462;77624;84172;94602;133349;136452;130242;115795;127276;118021;117781;119005;125763;131330;157604;167419;176535;169000;143015;151911;170053;157419;172935;163824;186387;214416;243876;240967;214681;201437;204182;185808;197251;187196;192467;200713;224133;
1602000;"Powiat głubczycki";89890;100283;87740;85883;102371;79676;77035;89808;83856;97508;146542;59975;59614;53370;52101;57000;48070;45472;55382;45380;64038;75490;84200;94911;81013;72902;74870;74260;68269;76915;76564;81726;141979;135346;139636;113444;118205;111092;109379;108162;106834;113389;131625;184014;115333;138300;135100;150889;166409;106833;95186;138280;146250;159286;203632;0;0;0;0;0;0;0;0;0;0;209033;0;0;0;0;0;0;0;0;0;0;139223;0;0;0;0;0;0;0;0;0;0;199632;0;0;0;0;0;0;0;0;0;0;262711;0;0;0;0;0;0;0;0;0;0;0;89890;100283;87740;85883;102371;79676;77035;89808;83856;97508;129169;59975;59614;53370;52101;57000;48070;45472;55382;45380;64038;68781;84200;94911;81013;72902;74870;74260;68269;76915;76564;81726;118266;135346;139636;113444;118205;111092;109379;108162;106834;113389;131625;171321;115333;138300;135100;150889;166409;106833;95186;138280;146250;159286;189941;
1603000;"Powiat kędzierzyńsko-kozielski";131772;133636;132061;128914;110530;111937;110870;109510;112453;123004;130547;77754;80176;82897;82828;67642;67644;65768;67480;67724;82003;88330;122367;128967;123324;125733;110239;111950;109545;113450;111900;124084;127919;192854;173935;173660;168337;143175;143578;154419;160479;156308;165533;180088;226250;193322;212223;183206;210151;238806;169904;156358;181855;165653;211080;212453;264999;153408;145162;205071;236772;128083;215833;171925;250667;161300;119442;0;98932;104103;95167;0;0;0;0;0;100500;162474;0;140433;147137;260000;0;128083;0;184043;0;0;240103;270239;218193;198278;0;0;0;0;0;0;0;326667;0;294450;235994;0;0;0;0;0;0;0;117242;129145;127642;122757;107975;108929;110715;108354;110938;121803;130013;73122;80176;80225;71741;66445;67088;65768;67480;67509;82003;87933;120053;127865;118480;116368;106616;111736;109162;112143;108417;123337;127462;157010;165487;167046;162034;143175;139357;154419;158397;156308;162230;177047;206167;183083;201945;172989;197855;211464;169904;156358;181855;165653;211080;
1604000;"Powiat kluczborski";125628;111792;124958;118826;127326;115599;123769;124098;132657;155382;156862;64215;53955;62464;69019;66264;67289;69535;73892;68765;82700;89169;115437;122286;113908;108630;108969;99592;111498;113339;126937;130340;144318;145585;142742;153804;157264;146600;153640;164935;151074;168341;180934;195648;206667;174792;187659;157455;200065;176429;159278;201774;199809;255144;252846;207084;0;193791;193820;225575;218824;231655;214113;217962;259797;248194;0;0;0;0;0;0;0;99784;103151;0;0;160727;0;158937;0;180697;0;0;166589;193686;218358;197069;203667;0;200280;199384;228897;225778;235128;236697;268145;258553;288123;262875;0;264301;0;255732;0;0;337625;320986;309101;367092;114393;111093;114736;115542;115327;106491;112337;112617;116842;135570;138401;64215;53955;62464;69019;66264;67289;69535;71093;64118;80817;89169;108545;120448;108177;107568;102565;97618;110467;109976;115109;118115;132144;139776;142742;143700;151999;137703;132326;139866;131452;148380;164984;171524;180726;174792;162111;157455;175711;176429;159278;167811;159417;212750;208905;
1605000;"Powiat krapkowicki";152167;151091;125638;130233;125060;120005;123322;125043;141426;128687;145919;86785;77674;84066;99474;80801;67911;84380;84525;87883;73443;75867;147780;146916;134152;133204;135501;120726;124512;119907;141640;125179;132611;189892;197507;166395;154107;134837;159531;164488;176107;185719;194154;216487;218492;263944;211184;182444;183273;190658;140500;214429;206022;203000;275500;0;198050;172651;173113;218592;183333;207667;204879;205918;251500;0;0;0;134803;128359;0;0;0;151417;0;0;0;0;180436;193294;186883;203054;183333;203200;215628;200747;0;0;0;240323;0;0;0;0;0;210933;0;242333;0;0;0;0;0;0;0;0;295000;0;0;0;152167;142507;114932;120242;118045;118422;118803;112569;129866;122137;146994;86785;77674;65462;88642;80801;67911;84380;66282;87883;73443;76302;147780;139029;122082;121172;128631;117837;117487;114869;124479;125179;133137;189892;179667;160361;154107;123406;159531;161639;168070;178167;179700;216487;218492;263944;193930;153143;173100;190658;140500;154000;206022;187800;275500;
1606000;"Powiat namysłowski";149886;139552;136569;127768;136998;138691;151270;154389;157994;150605;180743;102220;89682;81887;95762;104729;89771;94212;84714;99613;92863;102130;144641;128482;135761;119153;134406;138155;135643;151120;149967;141247;177784;166011;184186;163067;162565;169598;163684;177901;180117;197607;185740;207328;217650;0;174846;191357;98600;198286;266882;143245;188357;152200;251000;185359;189876;179030;150586;169080;170667;0;0;189283;194399;212234;123488;131323;0;113332;124192;127333;0;0;125600;0;151723;170288;177812;169551;173577;168554;161726;0;0;176849;177381;196590;217089;215886;0;194177;220195;225319;0;0;233157;254616;251948;0;0;0;0;0;0;0;0;311667;0;329000;127182;125174;122207;121841;118167;132622;151792;154551;132555;131744;152085;90404;82742;81887;84468;94025;85263;94678;81231;86620;92863;88906;125100;117343;113961;109629;100258;132094;135643;151120;120767;115675;155146;135365;168336;160476;154662;154266;156836;178860;180117;172513;165390;178154;177581;0;152963;191357;98600;190833;266882;143245;154727;152200;173000;
1607000;"Powiat nyski";130134;129289;119689;108180;108722;107197;117280;118452;127632;133925;152918;88460;85972;79567;67131;63021;69355;75709;76416;92307;95318;114270;124832;126010;116864;104621;101328;108054;107973;110072;120723;131122;148409;147693;146649;141402;141907;136518;126508;142994;142913;156658;148746;184890;217840;213980;160720;165400;184321;168650;176338;182914;178081;198444;210445;193544;174525;176234;120088;138836;125798;150924;187406;206513;157556;218862;0;102667;0;79900;0;87667;91500;105036;0;120000;165987;0;154348;148053;130750;129279;121354;140308;149711;170816;0;212181;0;181603;173583;0;172189;184667;183350;192062;0;0;282963;0;248086;260825;0;0;0;0;305701;0;0;0;129467;125101;113611;107835;105188;105887;114607;114376;126562;133491;144068;88460;85235;75360;66559;61722;68497;74525;75342;92307;93921;106810;124521;123725;113596;103798;97121;106724;105207;108166;119513;130818;140369;147693;142118;137111;140956;131206;123648;139485;139366;156658;146576;166854;215263;206875;141653;165400;184321;168650;171842;166758;173154;198444;210979;
1608000;"Powiat oleski";96737;111819;116702;115530;97281;113774;124952;120726;118979;115027;130528;71111;74325;72089;80125;65664;75929;73550;68636;87167;81632;92525;127000;110909;123787;115262;111722;105652;115016;124167;123556;121291;132292;0;148143;180000;156393;125660;163077;183896;162669;161900;149000;155150;0;0;0;0;0;0;0;158142;0;188250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96737;111819;116702;115530;97281;113961;124952;120726;118979;115027;131215;71111;74325;72089;80125;65664;75929;73550;68636;87167;81632;92525;127000;110909;123787;115262;111722;105682;115016;124167;123556;121291;133652;0;148143;180000;156393;125660;163077;183896;162669;161900;149000;155150;0;0;0;0;0;0;0;158142;0;188250;0;
1609000;"Powiat opolski";129922;138051;139859;123182;120386;115939;122487;124831;136087;155101;152896;73421;77737;70228;64326;79009;78015;73588;82961;84674;90881;82502;137582;120352;134685;125745;117115;109157;121435;120846;126907;143414;156905;151508;181800;169259;162839;176544;150444;166027;156237;157854;187622;175265;243675;216828;207415;172967;180083;186321;213111;179789;221853;234194;223944;217413;241480;245901;213199;114213;0;192110;245031;233586;282654;253233;0;0;0;0;0;0;0;0;0;0;0;203400;0;215197;0;0;0;195790;241780;228567;227330;216728;191991;0;271909;264096;0;0;0;0;0;322259;0;0;0;0;0;0;0;0;0;0;370613;0;119629;135009;129166;118681;120627;115939;115768;119146;132705;142850;144171;71706;77737;67194;59942;77639;78015;71684;81331;83281;90111;82502;130059;118199;125213;123803;116016;109157;113017;113404;122841;138853;148509;144279;177313;160202;151156;176544;150444;160706;152643;155633;170793;175265;207333;216828;181136;172967;180083;186321;203500;163750;215939;191563;173857;
