"Kod";"Nazwa";"ogółem;ogółem;2010;[zł]";"ogółem;ogółem;2011;[zł]";"ogółem;ogółem;2012;[zł]";"ogółem;ogółem;2013;[zł]";"ogółem;ogółem;2014;[zł]";"ogółem;ogółem;2015;[zł]";"ogółem;ogółem;2016;[zł]";"ogółem;ogółem;2017;[zł]";"ogółem;ogółem;2018;[zł]";"ogółem;ogółem;2019;[zł]";"ogółem;ogółem;2020;[zł]";"ogółem;do 40 m2;2010;[zł]";"ogółem;do 40 m2;2011;[zł]";"ogółem;do 40 m2;2012;[zł]";"ogółem;do 40 m2;2013;[zł]";"ogółem;do 40 m2;2014;[zł]";"ogółem;do 40 m2;2015;[zł]";"ogółem;do 40 m2;2016;[zł]";"ogółem;do 40 m2;2017;[zł]";"ogółem;do 40 m2;2018;[zł]";"ogółem;do 40 m2;2019;[zł]";"ogółem;do 40 m2;2020;[zł]";"ogółem;od 40,1 do 60 m2;2010;[zł]";"ogółem;od 40,1 do 60 m2;2011;[zł]";"ogółem;od 40,1 do 60 m2;2012;[zł]";"ogółem;od 40,1 do 60 m2;2013;[zł]";"ogółem;od 40,1 do 60 m2;2014;[zł]";"ogółem;od 40,1 do 60 m2;2015;[zł]";"ogółem;od 40,1 do 60 m2;2016;[zł]";"ogółem;od 40,1 do 60 m2;2017;[zł]";"ogółem;od 40,1 do 60 m2;2018;[zł]";"ogółem;od 40,1 do 60 m2;2019;[zł]";"ogółem;od 40,1 do 60 m2;2020;[zł]";"ogółem;od 60,1 do 80 m2;2010;[zł]";"ogółem;od 60,1 do 80 m2;2011;[zł]";"ogółem;od 60,1 do 80 m2;2012;[zł]";"ogółem;od 60,1 do 80 m2;2013;[zł]";"ogółem;od 60,1 do 80 m2;2014;[zł]";"ogółem;od 60,1 do 80 m2;2015;[zł]";"ogółem;od 60,1 do 80 m2;2016;[zł]";"ogółem;od 60,1 do 80 m2;2017;[zł]";"ogółem;od 60,1 do 80 m2;2018;[zł]";"ogółem;od 60,1 do 80 m2;2019;[zł]";"ogółem;od 60,1 do 80 m2;2020;[zł]";"ogółem;od 80,1 m2;2010;[zł]";"ogółem;od 80,1 m2;2011;[zł]";"ogółem;od 80,1 m2;2012;[zł]";"ogółem;od 80,1 m2;2013;[zł]";"ogółem;od 80,1 m2;2014;[zł]";"ogółem;od 80,1 m2;2015;[zł]";"ogółem;od 80,1 m2;2016;[zł]";"ogółem;od 80,1 m2;2017;[zł]";"ogółem;od 80,1 m2;2018;[zł]";"ogółem;od 80,1 m2;2019;[zł]";"ogółem;od 80,1 m2;2020;[zł]";"rynek pierwotny;ogółem;2010;[zł]";"rynek pierwotny;ogółem;2011;[zł]";"rynek pierwotny;ogółem;2012;[zł]";"rynek pierwotny;ogółem;2013;[zł]";"rynek pierwotny;ogółem;2014;[zł]";"rynek pierwotny;ogółem;2015;[zł]";"rynek pierwotny;ogółem;2016;[zł]";"rynek pierwotny;ogółem;2017;[zł]";"rynek pierwotny;ogółem;2018;[zł]";"rynek pierwotny;ogółem;2019;[zł]";"rynek pierwotny;ogółem;2020;[zł]";"rynek pierwotny;do 40 m2;2010;[zł]";"rynek pierwotny;do 40 m2;2011;[zł]";"rynek pierwotny;do 40 m2;2012;[zł]";"rynek pierwotny;do 40 m2;2013;[zł]";"rynek pierwotny;do 40 m2;2014;[zł]";"rynek pierwotny;do 40 m2;2015;[zł]";"rynek pierwotny;do 40 m2;2016;[zł]";"rynek pierwotny;do 40 m2;2017;[zł]";"rynek pierwotny;do 40 m2;2018;[zł]";"rynek pierwotny;do 40 m2;2019;[zł]";"rynek pierwotny;do 40 m2;2020;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2010;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2011;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2012;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2013;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2014;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2015;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2016;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2017;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2018;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2019;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2020;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2010;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2011;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2012;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2013;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2014;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2015;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2016;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2017;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2018;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2019;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2020;[zł]";"rynek pierwotny;od 80,1 m2;2010;[zł]";"rynek pierwotny;od 80,1 m2;2011;[zł]";"rynek pierwotny;od 80,1 m2;2012;[zł]";"rynek pierwotny;od 80,1 m2;2013;[zł]";"rynek pierwotny;od 80,1 m2;2014;[zł]";"rynek pierwotny;od 80,1 m2;2015;[zł]";"rynek pierwotny;od 80,1 m2;2016;[zł]";"rynek pierwotny;od 80,1 m2;2017;[zł]";"rynek pierwotny;od 80,1 m2;2018;[zł]";"rynek pierwotny;od 80,1 m2;2019;[zł]";"rynek pierwotny;od 80,1 m2;2020;[zł]";"rynek wtórny;ogółem;2010;[zł]";"rynek wtórny;ogółem;2011;[zł]";"rynek wtórny;ogółem;2012;[zł]";"rynek wtórny;ogółem;2013;[zł]";"rynek wtórny;ogółem;2014;[zł]";"rynek wtórny;ogółem;2015;[zł]";"rynek wtórny;ogółem;2016;[zł]";"rynek wtórny;ogółem;2017;[zł]";"rynek wtórny;ogółem;2018;[zł]";"rynek wtórny;ogółem;2019;[zł]";"rynek wtórny;ogółem;2020;[zł]";"rynek wtórny;do 40 m2;2010;[zł]";"rynek wtórny;do 40 m2;2011;[zł]";"rynek wtórny;do 40 m2;2012;[zł]";"rynek wtórny;do 40 m2;2013;[zł]";"rynek wtórny;do 40 m2;2014;[zł]";"rynek wtórny;do 40 m2;2015;[zł]";"rynek wtórny;do 40 m2;2016;[zł]";"rynek wtórny;do 40 m2;2017;[zł]";"rynek wtórny;do 40 m2;2018;[zł]";"rynek wtórny;do 40 m2;2019;[zł]";"rynek wtórny;do 40 m2;2020;[zł]";"rynek wtórny;od 40,1 do 60 m2;2010;[zł]";"rynek wtórny;od 40,1 do 60 m2;2011;[zł]";"rynek wtórny;od 40,1 do 60 m2;2012;[zł]";"rynek wtórny;od 40,1 do 60 m2;2013;[zł]";"rynek wtórny;od 40,1 do 60 m2;2014;[zł]";"rynek wtórny;od 40,1 do 60 m2;2015;[zł]";"rynek wtórny;od 40,1 do 60 m2;2016;[zł]";"rynek wtórny;od 40,1 do 60 m2;2017;[zł]";"rynek wtórny;od 40,1 do 60 m2;2018;[zł]";"rynek wtórny;od 40,1 do 60 m2;2019;[zł]";"rynek wtórny;od 40,1 do 60 m2;2020;[zł]";"rynek wtórny;od 60,1 do 80 m2;2010;[zł]";"rynek wtórny;od 60,1 do 80 m2;2011;[zł]";"rynek wtórny;od 60,1 do 80 m2;2012;[zł]";"rynek wtórny;od 60,1 do 80 m2;2013;[zł]";"rynek wtórny;od 60,1 do 80 m2;2014;[zł]";"rynek wtórny;od 60,1 do 80 m2;2015;[zł]";"rynek wtórny;od 60,1 do 80 m2;2016;[zł]";"rynek wtórny;od 60,1 do 80 m2;2017;[zł]";"rynek wtórny;od 60,1 do 80 m2;2018;[zł]";"rynek wtórny;od 60,1 do 80 m2;2019;[zł]";"rynek wtórny;od 60,1 do 80 m2;2020;[zł]";"rynek wtórny;od 80,1 m2;2010;[zł]";"rynek wtórny;od 80,1 m2;2011;[zł]";"rynek wtórny;od 80,1 m2;2012;[zł]";"rynek wtórny;od 80,1 m2;2013;[zł]";"rynek wtórny;od 80,1 m2;2014;[zł]";"rynek wtórny;od 80,1 m2;2015;[zł]";"rynek wtórny;od 80,1 m2;2016;[zł]";"rynek wtórny;od 80,1 m2;2017;[zł]";"rynek wtórny;od 80,1 m2;2018;[zł]";"rynek wtórny;od 80,1 m2;2019;[zł]";"rynek wtórny;od 80,1 m2;2020;[zł]";
3000000;"WIELKOPOLSKIE";2170694590;2230079317;2299108763;2402342604;2579707614;2871883189;3047271481;3365947705;4752302137;3847692835;4558703909;281912858;274136145;286527277;309423337;340671384;408795828;444263001;513666246;632561468;447452512;562420253;919312679;1010535667;1012950313;1095006600;1130258066;1283480170;1377221772;1520642101;1970699708;1591511838;1858769135;593959986;629981534;685332461;639156312;715230540;745123221;787872938;864238887;1337493403;1031246422;1154453900;375509067;315425971;314298712;358756355;393547624;434483970;437913770;467400471;811547558;777482063;983060621;1153384149;1149649069;1266145964;1324336415;1412796317;1490090671;1623230484;1818188874;2882797069;2096921713;2653051408;108227727;110351875;121834252;139687221;156494794;206443883;218661484;263258772;345859823;205061651;300712870;493088358;524811236;575113882;618028109;637080855;683736991;764804617;869489655;1230110740;832956017;1050732767;334810399;360105098;420194983;369410434;427007127;400660382;433625143;474419088;848309188;575323494;656972846;217257665;154380860;149002847;197210651;192213541;199249415;206139240;211021359;458517318;483580551;644632925;1017310441;1080430248;1032962799;1078006189;1166911297;1381792518;1424040997;1547758831;1869505068;1750771122;1905652501;173685131;163784270;164693025;169736116;184176590;202351945;225601517;250407474;286701645;242390861;261707383;426224321;485724431;437836431;476978491;493177211;599743179;612417155;651152446;740588968;758555821;808036368;259149587;269876436;265137478;269745878;288223413;344462839;354247795;389819799;489184215;455922928;497481054;158251402;161045111;165295865;161545704;201334083;235234555;231774530;256379112;353030240;293901512;338427696;
3001000;"Powiat chodzieski";5455500;4558250;5868687;7274859;6692480;8587160;9733577;21339784;12752952;16363943;12179283;1190000;895250;1509305;942552;908000;550000;1395730;1621000;2056000;1102035;920400;2670500;2266000;2598382;4464307;2871140;4672160;3849847;13316283;6686985;9573838;6325203;1245000;1052000;1183000;1058000;2363340;1653000;2853000;5677501;2823967;5178070;3403680;0;0;578000;810000;550000;1712000;1635000;725000;1186000;510000;1530000;0;0;0;0;0;0;0;10747108;564135;1474580;5126783;0;0;0;0;0;0;0;0;0;0;556700;0;0;0;0;0;0;0;7913107;0;871220;2101403;0;0;0;0;0;0;0;2744001;0;0;2468680;0;0;0;0;0;0;0;0;0;0;0;5455500;4558250;5868687;7274859;6526480;8240160;9270577;10592676;12188817;14889363;7052500;1190000;895250;1509305;942552;908000;550000;1395730;1531000;2056000;962000;363700;2670500;2266000;2598382;4464307;2705140;4672160;3849847;5403176;6345485;8702618;4223800;1245000;1052000;1183000;1058000;2363340;1653000;2390000;2933500;2601332;4714745;935000;0;0;578000;810000;550000;1365000;1635000;725000;1186000;510000;1530000;
3002000;"Powiat czarnkowsko-trzcianecki";7888050;22435438;16869027;13274322;17114119;20510236;12649066;15840630;13022595;24001672;18241922;637200;2979705;1874853;1192822;2010482;1758596;1525804;2383470;1414500;615309;3497242;3363750;9231391;6586507;6197566;7317866;10201423;5954322;6234198;5373140;10942853;8772994;3128100;7989548;5836749;4448129;6122931;7123267;3416090;5054367;4720955;12246510;4938686;759000;2234794;2570918;1435805;1662840;1426950;1752850;2168595;1514000;0;1033000;0;0;1181125;327225;859620;6923002;735640;1056324;719340;16228881;5288114;0;0;0;0;0;0;0;0;0;0;1004886;0;0;0;0;606620;4479785;533140;0;0;7586773;2790542;0;0;0;0;0;2346407;0;0;0;8498108;1492686;0;0;0;0;0;0;0;0;0;0;0;7738050;22240438;15687902;12947097;16254499;13587234;11913426;14784306;12303255;7772791;12953808;637200;2979705;1744128;978822;1930482;1661786;1323304;2288470;1055500;471309;2492356;3213750;9231391;6255107;6084341;6711246;5721638;5421182;5918874;5012800;3356080;5982452;3128100;7794548;5411749;4448129;5949931;4776860;3416090;4668367;4720955;3748402;3446000;759000;2234794;2276918;1435805;1662840;1426950;1752850;1908595;1514000;0;1033000;
3003000;"Powiat gnieźnieński";23353210;55438842;43822766;51981228;41452263;29608119;52086954;60412791;60077679;98195038;102897544;3280086;6431149;5857778;7048594;8600059;5032701;6159220;8502664;9717949;17659127;10765651;11526558;28233764;24554553;29600835;20985424;16553457;30463035;33982108;32230222;46397843;53496729;6792466;13850638;9333620;10792799;7761480;6309961;13565844;12435019;12385713;21720555;26555637;1754100;6923291;4076815;4539000;4105300;1712000;1898855;5493000;5743795;12417513;12079527;8775665;12150657;15130408;22185732;15933349;7090223;17343163;25647107;28958100;47220965;57178688;1401201;1799509;2205425;2872336;2853226;2073330;1677170;2871980;4262603;6682602;3623138;3628965;6997487;9179051;14291180;10622053;3649930;10384433;16029058;17370769;20941063;30068213;3440399;2587347;2995232;4474216;2232070;1366963;4686560;5526069;4420933;11205932;15556337;0;0;0;0;0;0;0;1220000;2903795;8391368;7931000;14577545;43288185;28692358;29795496;25518914;22517896;34743791;34765684;31119579;50974073;45718856;1878885;4631640;3652353;4176258;5746833;2959371;4482050;5630684;5455346;10976525;7142513;7897593;21236277;15375502;15309655;10363371;12903527;20078602;17953050;14859453;25456780;23428516;3352067;11263291;6338388;6318583;5529410;4942998;8879284;6908950;7964780;10514623;10999300;1449000;6156977;3326115;3991000;3879300;1712000;1303855;4273000;2840000;4026145;4148527;
3004000;"Powiat gostyński";7882728;6673796;9242740;11247856;12403844;16022446;20845450;30112351;29725308;39146896;28733285;921200;476225;771500;535000;929000;729445;2557230;2446515;1297500;2629400;912000;3718528;3192326;5849100;6384884;5752484;6943960;10240556;15643555;15648506;22108789;9020700;2748000;1960685;1595500;3821452;3549784;5670593;4152500;7560381;8280834;7505900;4258885;495000;1044560;1026640;506520;2172576;2678448;3895164;4461900;4498468;6902807;14541700;0;0;2186600;5558336;9093152;9923979;15091008;18156837;17082314;24779786;7211700;0;0;0;0;481000;0;2035900;1090600;599500;1252400;403500;0;0;2186600;3481064;4106484;4720901;7127256;10543853;11567424;17074486;3495700;0;0;0;1840752;2777992;3700952;2463500;5452384;4385390;4570900;1571500;0;0;0;0;1727676;1406736;3464352;1070000;0;1882000;1741000;7723728;6407796;7056140;5689520;3310692;6098467;5754442;11955514;12642994;14367110;21521585;921200;476225;771500;535000;448000;634055;521330;1355915;698000;1377000;508500;3559528;3192326;3662500;2903820;1646000;2223059;3113300;5099702;4081082;5034303;5525000;2748000;1960685;1595500;1980700;771792;1969641;1689000;2107997;3895444;2935000;2687385;495000;778560;1026640;0;444900;1271712;0;3391900;3968468;5020807;12800700;
3005000;"Powiat grodziski";4747148;11962822;10452970;8604469;10303591;11747958;14646453;18157689;18457669;17718701;28606497;261258;462688;1168681;603149;937313;1106139;1672188;2847468;3343900;1429207;2102281;2380044;3825983;4151097;3857180;5759049;5348869;9438496;11563875;9488421;10162179;17000542;1345846;5643480;3503005;2520140;3261229;4830600;3245794;2645846;3958000;4809069;7187870;760000;2030671;1630187;1624000;346000;0;289975;1100500;1667348;1318246;2315804;0;5072572;4416333;4679169;5850101;2321770;9652054;7406403;9378630;9804033;13935095;0;0;406644;411349;0;0;1013574;1648714;2753400;390207;719131;0;1551033;2811097;2501680;4391193;1093123;7092384;5192889;5532730;6283257;10275813;0;2995180;1198592;1766140;1236045;1004408;1546096;0;762500;3130569;2214151;0;0;0;0;0;0;0;0;0;0;0;4747148;6890250;6036637;3925300;4453490;9426188;4994399;10751286;9079039;7914668;14671402;261258;239500;762037;191800;714450;881900;658614;1198754;590500;1039000;1383150;2380044;2274950;1340000;1355500;1367856;4255746;2346112;6370986;3955691;3878922;6724729;1345846;2648300;2304413;754000;2025184;3826192;1699698;2254546;3195500;1678500;4973719;760000;1727500;1630187;1624000;346000;0;289975;927000;1337348;1318246;1589804;
3006000;"Powiat jarociński";13981299;12008183;14146165;6589509;9014435;6635223;17599743;19637713;28174723;29422535;48965754;1504666;1858188;1297600;285000;643000;771904;1440500;1857375;1214795;4619656;11467467;5840100;3982723;6995440;2498731;4613691;3521665;8134976;8296797;12115764;12021898;24831983;5005025;3721595;5245125;3241778;3529870;2341654;7874267;7858741;9611732;8736070;8791148;1631508;2445677;608000;0;0;0;0;1624800;5232432;4044911;3875156;8190680;3967630;6968845;788365;1616349;3283498;6916376;7773648;16863223;13378257;33099690;380166;647452;0;0;0;545904;0;513875;0;2534116;9627967;4035035;826496;4464908;0;968091;1633940;2350396;4298032;7463851;4226458;18717443;2957171;1086005;2413937;575957;0;1103654;4565980;2707941;5335740;3385682;2924144;818308;1407677;0;0;0;0;0;0;3895432;3232001;1830136;5790619;8040553;7177320;5801144;7398086;3351725;10683367;11864065;11311500;16044278;15866064;1124500;1210736;1207600;285000;607000;0;1440500;1343500;1046595;2085540;1839500;1805065;3156227;2530532;2286323;3645600;1887725;5784580;3998765;4651913;7795440;6114540;2047854;2635590;2831188;2665821;3145486;1238000;3308287;5150800;4275992;5350388;5867004;813200;1038000;608000;0;0;0;0;1371000;1337000;812910;2045020;
3007000;"Powiat kaliski";736820;436420;669594;692000;865000;1248852;1755037;549700;2438778;5442002;2451613;175000;0;170594;87000;225000;261000;221037;0;200000;189000;146000;0;0;0;273000;335000;430000;360000;338700;550778;0;0;319820;0;0;0;0;283000;1039000;0;403000;1493000;0;0;0;0;0;0;274852;0;0;1285000;3570002;1993613;0;0;0;0;0;0;0;0;0;2010000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;928000;0;0;0;0;0;0;0;0;0;0;1082000;0;736820;436420;669594;692000;865000;1248852;1755037;549700;2438778;3432002;2089613;175000;0;170594;87000;225000;261000;221037;0;200000;189000;146000;0;0;0;273000;335000;430000;360000;338700;550778;0;0;319820;0;0;0;0;283000;1039000;0;403000;565000;0;0;0;0;0;0;274852;0;0;1285000;2488002;1631613;
3008000;"Powiat kępiński";624000;2166850;476500;897000;1590225;1483000;1385000;13357704;15003270;27288139;30714626;0;0;0;192000;0;0;0;2458304;1396656;1512488;5098560;0;0;0;0;894225;0;985000;5810750;5813054;15261175;14355343;0;712000;0;400000;0;882000;0;2418650;6146560;6785476;6532725;0;1075000;0;0;0;0;0;2670000;1647000;3729000;4727998;0;915000;0;0;750225;0;0;5879458;10255770;2348190;17907527;0;0;0;0;0;0;0;820558;1013656;0;4014480;0;0;0;0;664225;0;0;2300250;4333055;1738190;9976324;0;0;0;0;0;0;0;1625650;4584059;0;2357725;0;915000;0;0;0;0;0;1133000;0;0;1558998;624000;1251850;476500;732000;840000;1246000;1060000;7478246;4747500;24939949;12807099;0;0;0;192000;0;0;0;1637746;383000;1512488;1084080;0;0;0;0;0;0;660000;3510500;1479999;13522985;4379019;0;712000;0;400000;0;645000;0;793000;1562501;6785476;4175000;0;0;0;0;0;0;0;1537000;1322000;3119000;3169000;
3009000;"Powiat kolski";3522588;9878254;4417290;5014654;7512500;8445320;7675188;8866593;8850878;11812237;18900245;1673865;1130000;549040;1718154;1247000;966500;1575076;1511828;1928402;2860500;2472638;1458723;7129366;3248400;3006500;2033000;6202275;5024112;6386765;5472476;7423737;13063947;0;1618888;619850;0;2360000;772700;856000;768000;1190000;1267000;2978060;0;0;0;0;1872500;503845;0;0;0;0;385600;0;2304184;0;0;3140500;0;689344;590481;0;671237;5284808;0;0;0;0;0;0;358576;324828;0;0;547638;0;2174944;0;0;0;0;0;0;0;671237;2901510;0;0;0;0;1148000;0;0;0;0;0;1835660;0;0;0;0;1872500;0;0;0;0;0;0;3256999;7574070;4130250;4900500;4372000;8319320;6985844;8276112;8658878;11141000;13615437;1673865;1130000;445000;1604000;1247000;966500;1216500;1187000;1928402;2860500;1925000;1193134;4954422;3065400;3006500;1913000;6076275;4693344;6121112;5280476;6752500;10162437;0;1489648;619850;0;1212000;772700;856000;768000;1190000;1267000;1142400;0;0;0;0;0;503845;0;0;0;0;385600;
3010000;"Powiat koniński";552000;259500;284000;371415;1059000;4256100;5451146;6569354;10012645;5556100;7342499;0;0;0;0;0;704600;737000;1050098;2147325;485000;1226500;0;259500;0;0;475000;1120000;2384098;4122256;5057587;2421000;2611000;0;0;0;312415;557000;887000;2082000;1397000;1962733;1774100;3104999;0;0;0;0;0;1544500;0;0;845000;876000;0;0;0;0;0;0;0;883000;605000;4650857;1034600;0;0;0;0;0;0;0;0;0;1416325;0;0;0;0;0;0;0;0;454000;425000;2093837;0;0;0;0;0;0;0;0;0;0;560695;0;0;0;0;0;0;0;0;0;0;0;0;0;552000;259500;284000;371415;1059000;4256100;4568146;5964354;5361788;4521500;7342499;0;0;0;0;0;704600;737000;1050098;731000;359000;1226500;0;259500;0;0;475000;1120000;1930098;3697256;2963750;2282000;2611000;0;0;0;312415;557000;887000;1653000;1217000;1402038;1590500;3104999;0;0;0;0;0;1544500;0;0;0;0;0;
3011000;"Powiat kościański";1046232;4691519;15271704;16662029;15191669;19883178;24294431;27934642;40527467;34714758;71192130;165392;313280;1175347;2110114;2194491;1411047;3546244;3714561;5927467;3619709;5464916;393000;3255907;11152359;11912971;9174001;14006593;12854368;10567519;20096463;15991510;34323893;0;652332;2196930;1484682;3182041;3850538;6267609;7179062;7137701;6567503;18262541;0;470000;747068;1154262;641136;615000;1626210;6473500;7365836;8536036;13140780;0;2687196;11544205;12121129;9563606;12799018;15642547;12995202;24095173;14419765;37486445;0;0;838267;1225916;1326459;518078;1951378;2603784;4410467;2200359;3648852;0;2304944;9391670;9476855;6466152;10092363;9373100;5197040;13880169;9134791;22457188;0;0;1017200;1120096;1770995;2188577;4318069;3882378;4488537;2356815;7912405;0;0;0;0;0;0;0;1312000;1316000;0;3468000;1046232;2004323;3727499;4540900;5628063;7084160;8651884;14939440;16432294;20294993;33705685;165392;313280;337080;884198;868032;892969;1594866;1110777;1517000;1419350;1816064;393000;950963;1760689;2436116;2707849;3914230;3481268;5370479;6216294;6856719;11866705;0;0;1179730;364586;1411046;1661961;1949540;3296684;2649164;4210688;10350136;0;470000;450000;856000;641136;615000;1626210;5161500;6049836;7808236;9672780;
3012000;"Powiat krotoszyński";21490675;21620493;13257899;14919168;19057667;21012171;27535179;27417692;27185945;45974300;40715775;3911560;4064421;1847650;1779625;2353762;1966415;3213950;2743320;2382593;8704532;5303495;7787228;8751474;6496181;8003751;8374301;8823177;12643019;12105105;10014507;20161820;17630179;7181703;7826598;3300100;4118792;5786432;6263592;8304295;8107267;9607345;14608448;15819101;2610184;978000;1613968;1017000;2543172;3958987;3373915;4462000;5181500;2499500;1963000;450000;5056206;3913941;2372258;4000220;0;6693707;12674777;11768790;23682066;21832043;0;691600;677770;0;0;0;617300;1284900;833518;4463966;2691495;0;2678015;2427171;1438388;3442229;0;3967552;7764639;5310927;11784469;9777467;0;1686591;809000;727480;557991;0;1535900;2378238;5624345;7433631;9363081;0;0;0;0;0;0;0;1247000;0;0;0;21040675;16564287;9343958;12546910;15057447;20871771;20841472;14742915;15417155;22292234;18883732;3741560;3372821;1169880;1573235;2353762;1826015;2596650;1458420;1549075;4240566;2612000;7507228;6073459;4069010;6565363;4932072;8823177;8675467;4340466;4703580;8377351;7852712;7181703;6140007;2491100;3391312;5228441;6263592;6768395;5729029;3983000;7174817;6456020;2610184;978000;1613968;1017000;2543172;3958987;2800960;3215000;5181500;2499500;1963000;
3013000;"Powiat leszczyński";2170851;620000;865500;610000;298000;4148503;11837775;21679288;35807847;34443757;58812290;272590;0;341000;0;0;423000;493536;566000;1123010;1890800;6320640;636900;245000;257500;0;0;2012003;3350015;3848582;10801822;7152587;14488697;469361;0;0;0;0;1277500;6085419;10616506;8285652;9896000;20476910;792000;0;0;0;0;436000;1908805;6648200;15597363;15504370;17526043;0;0;0;0;0;0;4981484;9866883;16040893;11526301;24477336;0;0;0;0;0;0;0;0;1098010;1312800;5513830;0;0;0;0;0;0;765413;1920200;4981435;0;5725092;0;0;0;0;0;0;3678071;7392683;2026676;2324600;10473070;0;0;0;0;0;0;0;0;7934772;7669001;2765344;2170851;620000;865500;610000;298000;3718003;6856291;11812405;19766954;22917456;34334954;272590;0;341000;0;0;423000;493536;566000;0;578000;806810;636900;245000;257500;0;0;2012003;2584602;1928382;5820387;6932687;8763605;469361;0;0;0;0;847000;2407348;3223823;6258976;7571400;10003840;792000;0;0;0;0;436000;1370805;6094200;7662591;7835369;14760699;
3014000;"Powiat międzychodzki";10107407;9816078;11370148;8987949;9595833;11723823;11529887;10748702;12784407;11240333;14870825;1904087;1941925;2034598;1308000;1028678;1755878;1014352;753528;1940864;1131700;1710843;5327320;5967953;5286030;4571949;4560567;5290909;5483720;4805762;5435224;4172284;5541981;2023000;1906200;2944520;2485000;3056068;3826330;4191315;3519412;4331314;4194348;3577000;853000;0;1105000;623000;950520;850706;840500;1670000;1077005;1742001;4041001;1766887;463000;513520;0;1744000;3309000;2172142;2223500;1756402;948348;4192500;0;0;0;0;0;0;0;0;0;0;0;1638800;0;0;0;1602000;1540000;1287970;821000;776402;0;1223000;0;0;0;0;0;1769000;800000;822500;980000;555348;1233500;0;0;0;0;0;0;0;580000;0;0;1636000;8340520;9353078;10856628;8812949;7851833;8414823;9357745;8525202;11028005;10291985;10678325;1776000;1941925;2034598;1308000;1028678;1755878;930180;753528;1940864;1131700;1610843;3688520;5684953;4992030;4571949;2958567;3750909;4195750;3984762;4658822;3779284;4318981;2023000;1726200;2725000;2310000;2914068;2057330;3391315;2696912;3351314;3639000;2343500;853000;0;1105000;623000;950520;850706;840500;1090000;1077005;1742001;2405001;
3015000;"Powiat nowotomyski";12527033;19039939;17600143;15982878;23095451;25674576;25956989;21775160;32046063;27169103;41168139;1486245;1106087;1278348;1526000;1688923;1748018;1496742;1041080;1362892;2099200;1298318;7412626;11355786;10321199;10267799;13234838;16052938;16495276;16327518;17133447;12564380;22264655;3253162;5585066;5115596;2665579;6203190;5589990;6502846;3341273;11701015;9187109;14342972;375000;993000;885000;1523500;1968500;2283630;1462125;1065289;1848709;3318414;3262194;1064026;7478768;5163200;7485919;9229847;551500;2838090;0;15066841;2083500;17460727;0;397287;0;510000;380491;0;0;0;0;0;547318;715830;6191778;3886058;5276107;6746366;0;1824112;0;9728293;0;9396039;0;889703;1149142;926312;2102990;0;911000;0;5082656;1443687;7227370;0;0;0;773500;0;0;0;0;0;0;0;11463007;11561171;12436943;8496959;13865604;25123076;23118899;21507160;16979222;25085603;23707412;1371049;708800;1150348;1016000;1308432;1583518;1393764;1041080;1107000;2099200;751000;6696796;5164008;6435141;4991692;6488472;15930938;14671164;16327518;7405154;12213567;12868616;3020162;4695363;3966454;1739267;4100200;5324990;5591846;3341273;6618359;7743422;7115602;375000;993000;885000;750000;1968500;2283630;1462125;797289;1848709;3029414;2972194;
